ecdf の SUM,r,,,,,,,,
coverage_ratio,5,10,15,20,25,35,45,50,総計
0.4721914325,0.5406360424,,,,,,,,0.5406360424
0.4765450833,,0.2438162544,,,,,,,0.2438162544
0.4835693082,0.5441696113,,,,,,,,0.5441696113
0.488957326,0.5477031802,,,,,,,,0.5477031802
0.4910563863,0.5512367491,,,,,,,,0.5512367491
0.4929397613,,,0.1378091873,,,,,,0.1378091873
0.4952915805,,0.2473498233,,,,,,,0.2473498233
0.501919645,0.554770318,,,,,,,,0.554770318
0.5064544974,0.5583038869,,,,,,,,0.5583038869
0.5085732789,0.5618374558,,,,,,,,0.5618374558
0.5087721687,,0.2508833922,,,,,,,0.2508833922
0.5098805521,,,,0.09540636042,,,,,0.09540636042
0.5177662706,0.5653710247,,,,,,,,0.5653710247
0.5192002026,0.5689045936,,,,,,,,0.5689045936
0.521553304,,,,0.09893992933,,,,,0.09893992933
0.5290950539,0.5724381625,,,,,,,,0.5724381625
0.5295225131,,,,,0.03886925795,,,,0.03886925795
0.5295298712,,,0.1413427562,,,,,,0.1413427562
0.5321878753,0.5759717314,,,,,,,,0.5759717314
0.5407565895,0.5795053004,,,,,,,,0.5795053004
0.5407899733,0.5830388693,,,,,,,,0.5830388693
0.5556116517,0.5865724382,,,,,,,,0.5865724382
0.5566156554,,,,0.1024734982,,,,,0.1024734982
0.5587768042,0.5901060071,,,,,,,,0.5901060071
0.5599516392,0.593639576,,,,,,,,0.593639576
0.5645331493,,0.2544169611,,,,,,,0.2544169611
0.5715332157,0.5971731449,,,,,,,,0.5971731449
0.5818797644,,0.25795053,,,,,,,0.25795053
0.5822074711,,0.2614840989,,,,,,,0.2614840989
0.5849093418,0.6007067138,,,,,,,,0.6007067138
0.5852089503,,0.2650176678,,,,,,,0.2650176678
0.5863336053,,0.2685512367,,,,,,,0.2685512367
0.5865901983,0.6042402827,0.2720848057,,,,,,,0.8763250883
0.5890639832,0.6077738516,,,,,,,,0.6077738516
0.5902651049,,,0.1448763251,,,,,,0.1448763251
0.5945040654,0.6113074205,,,,,,,,0.6113074205
0.5963625022,,0.2756183746,,,,,,,0.2756183746
0.5969687125,,,,,0.04240282686,,,,0.04240282686
0.6019545797,,0.2791519435,,,,,,,0.2791519435
0.604379978,0.6148409894,,,,,,,,0.6148409894
0.6045918219,,,0.148409894,,,,,,0.148409894
0.6065408758,,0.2826855124,,,,,,,0.2826855124
0.6146624758,,,,0.1060070671,,,,,0.1060070671
0.6152966886,,0.2862190813,,,,,,,0.2862190813
0.6156808595,,0.2897526502,,,,,,,0.2897526502
0.6181666862,,0.2932862191,,,,,,,0.2932862191
0.6194667017,,0.296819788,,,,,,,0.296819788
0.6230858437,0.6183745583,,,,,,,,0.6183745583
0.6235055087,,,0.1519434629,,,,,,0.1519434629
0.6252072708,,,,,0.04593639576,,,,0.04593639576
0.6303730641,0.6219081272,,,,,,,,0.6219081272
0.6344179367,,,0.1554770318,,,,,,0.1554770318
0.6351029914,,,,0.109540636,,,,,0.109540636
0.6380850894,0.6254416961,,,,,,,,0.6254416961
0.6409869375,,,0.1590106007,,,,,,0.1590106007
0.644194437,0.628975265,,,,,,,,0.628975265
0.6465400395,,,0.1625441696,,,,,,0.1625441696
0.6516642215,,0.3003533569,,,,,,,0.3003533569
0.6529628332,0.6325088339,,,,,,,,0.6325088339
0.6538132653,0.6360424028,,,,,,,,0.6360424028
0.6572922705,,0.3038869258,,,,,,,0.3038869258
0.6624233716,,0.3074204947,,,,,,,0.3074204947
0.6650689649,0.6395759717,,,,,,,,0.6395759717
0.6700834151,0.6431095406,,,,,,,,0.6431095406
0.6706078714,,,,,0.04946996466,,,,0.04946996466
0.6716748169,0.6466431095,,,,,,,,0.6466431095
0.6718123965,,0.3109540636,,,,,,,0.3109540636
0.673499737,0.6501766784,,,,,,,,0.6501766784
0.6787450637,,,,,0.05300353357,,,,0.05300353357
0.6857475891,,0.3144876325,,,,,,,0.3144876325
0.6893644278,0.6537102473,,,,,,,,0.6537102473
0.6960945734,,,,0.1130742049,,,,,0.1130742049
0.6975507087,0.6572438163,,,,,,,,0.6572438163
0.7071420287,0.6607773852,,,,,,,,0.6607773852
0.7091820748,,0.3180212014,,,,,,,0.3180212014
0.7100163574,,0.3215547703,,,,,,,0.3215547703
0.710639558,0.6643109541,,,,,,,,0.6643109541
0.7146753388,0.667844523,,,,,,,,0.667844523
0.7151070454,0.6713780919,,,,,,,,0.6713780919
0.718955876,,0.3250883392,,,,,,,0.3250883392
0.7204275938,,0.3286219081,,,,,,,0.3286219081
0.7327784477,,0.332155477,,,,,,,0.332155477
0.7338627595,,,0.1660777385,,,,,,0.1660777385
0.7344451828,,,0.1696113074,,,,,,0.1696113074
0.7353170299,0.6749116608,,,,,,,,0.6749116608
0.7358395857,,,0.1731448763,,,,,,0.1731448763
0.7358800111,,0.3356890459,,,,,,,0.3356890459
0.7361625813,0.6784452297,,,,,,,,0.6784452297
0.7384686146,0.6819787986,,,,,,,,0.6819787986
0.7397285182,0.6855123675,,,,,,,,0.6855123675
0.7438813525,,,0.1766784452,,,,,,0.1766784452
0.7446555516,,0.3392226148,,,,,,,0.3392226148
0.7465347369,,,,0.1166077739,,,,,0.1166077739
0.7489411627,0.6890459364,,,,,,,,0.6890459364
0.7564950099,,,,,0.05653710247,,,,0.05653710247
0.7567556944,0.6925795053,,,,,,,,0.6925795053
0.7567788382,0.6961130742,,,,,,,,0.6961130742
0.7600039932,,0.3427561837,,,,,,,0.3427561837
0.7604066868,,0.3462897527,,,,,,,0.3462897527
0.7641585281,0.6996466431,,,,,,,,0.6996466431
0.7657717066,,,0.1802120141,,,,,,0.1802120141
0.7661999984,,,0.183745583,,,,,,0.183745583
0.7695742286,0.703180212,,,,,,,,0.703180212
0.7706876571,,0.3498233216,,,,,,,0.3498233216
0.7780968742,0.7067137809,,,,,,,,0.7067137809
0.7803602541,,0.3533568905,,,,,,,0.3533568905
0.7830895536,,0.3568904594,,,,,,,0.3568904594
0.7863067676,0.7102473498,,,,,,,,0.7102473498
0.7869311516,,,,0.1201413428,,,,,0.1201413428
0.7882895679,,0.3604240283,,,,,,,0.3604240283
0.7883514954,,0.3639575972,,,,,,,0.3639575972
0.790710096,,,0.1872791519,,,,,,0.1872791519
0.7919938394,0.7137809187,,,,,,,,0.7137809187
0.7930831512,,,,,0.06007067138,,,,0.06007067138
0.7952783243,,0.3674911661,,,,,,,0.3674911661
0.796867414,,0.371024735,,,,,,,0.371024735
0.7985910048,,,0.1908127208,,,,,,0.1908127208
0.7992779819,,0.3745583039,,,,,,,0.3745583039
0.8050547727,,0.3780918728,,,,,,,0.3780918728
0.8054215986,0.7173144876,,,,,,,,0.7173144876
0.8072766394,,0.3816254417,,,,,,,0.3816254417
0.8076847603,,,,,,0.01413427562,,,0.01413427562
0.8095778181,,,,,0.06360424028,,,,0.06360424028
0.8101154,,,0.1943462898,,,,,,0.1943462898
0.8127357649,,0.3851590106,,,,,,,0.3851590106
0.8146987321,,0.3886925795,,,,,,,0.3886925795
0.815351157,,,0.1978798587,,,,,,0.1978798587
0.8154703864,0.7208480565,,,,,,,,0.7208480565
0.8175717378,,,,0.1236749117,,,,,0.1236749117
0.8175869062,,,0.2014134276,,,,,,0.2014134276
0.8180413281,0.7243816254,,,,,,,,0.7243816254
0.8183891462,,,0.2049469965,,,,,,0.2049469965
0.823551348,,0.3922261484,,,,,,,0.3922261484
0.8237352416,,0.3957597173,,,,,,,0.3957597173
0.8261375503,,,0.2084805654,,,,,,0.2084805654
0.8277438691,0.7279151943,,,,,,,,0.7279151943
0.8344731431,,0.3992932862,,,,,,,0.3992932862
0.8347314524,,0.4028268551,,,,,,,0.4028268551
0.8360715973,0.7314487633,,,,,,,,0.7314487633
0.8377341746,0.7349823322,,,,,,,,0.7349823322
0.8391195009,,,,,0.06713780919,,,,0.06713780919
0.8399409298,0.7385159011,,,,,,,,0.7385159011
0.8447683998,,0.406360424,,,,,,,0.406360424
0.8480519759,0.74204947,,,,,,,,0.74204947
0.8484799465,,,,0.1272084806,,,,,0.1272084806
0.8486611021,,0.4098939929,,,,,,,0.4098939929
0.8508827907,0.7455830389,,,,,,,,0.7455830389
0.8530269737,0.7491166078,,,,,,,,0.7491166078
0.8532396667,,0.4134275618,,,,,,,0.4134275618
0.8542260407,,,,0.1307420495,,,,,0.1307420495
0.8555555467,,,,,,,0.007067137809,,0.007067137809
0.8573556943,,0.4169611307,,,,,,,0.4169611307
0.8575395125,,,,0.1342756184,,,,,0.1342756184
0.8597622424,0.7526501767,,,,,,,,0.7526501767
0.8634032045,,0.4204946996,,,,,,,0.4204946996
0.8706548794,,,,0.1378091873,,,,,0.1378091873
0.8709087974,,,,,0.07067137809,,,,0.07067137809
0.8718408348,0.7561837456,,,,,,,,0.7561837456
0.8719329763,0.7597173145,,,,,,,,0.7597173145
0.8731779343,0.7632508834,,,,,,,,0.7632508834
0.8767972364,,0.4240282686,,,,,,,0.4240282686
0.8780834235,,,0.2120141343,,,,,,0.2120141343
0.8786134169,,,0.2155477032,,,,,,0.2155477032
0.88299925,0.7667844523,,,,,,,,0.7667844523
0.8843251448,0.7703180212,,,,,,,,0.7703180212
0.8859039455,,,0.2190812721,,,,,,0.2190812721
0.8883905483,,,,0.1413427562,,,,,0.1413427562
0.8960155016,,0.4275618375,,,,,,,0.4275618375
0.8967238904,,0.4310954064,,,,,,,0.4310954064
0.8968557538,0.7738515901,,,,,,,,0.7738515901
0.8975309109,,0.4346289753,,,,,,,0.4346289753
0.8982505035,,0.4381625442,,,,,,,0.4381625442
0.8996070671,,,,0.1448763251,,,,,0.1448763251
0.9001649103,,,,,,0.01766784452,,,0.01766784452
0.9004852454,,,,0.148409894,0.074204947,,,,0.222614841
0.9009172281,0.777385159,,,,,,,,0.777385159
0.9047007097,,0.4416961131,,,,,,,0.4416961131
0.9075612375,,0.445229682,,,,,,,0.445229682
0.9100582061,0.7809187279,,,,,,,,0.7809187279
0.9123141087,0.7844522968,,,,,,,,0.7844522968
0.9141250382,,,0.222614841,,,,,,0.222614841
0.9151944031,0.7879858657,,,,,,,,0.7879858657
0.9163643378,,0.4487632509,,,,,,,0.4487632509
0.9232900461,,,0.2261484099,,,,,,0.2261484099
0.9237207717,0.7915194346,,,,,,,,0.7915194346
0.9262268592,0.7950530035,,,,,,,,0.7950530035
0.9283532224,0.7985865724,,,,,,,,0.7985865724
0.9310977984,,0.4522968198,,,,,,,0.4522968198
0.9312579022,,0.4558303887,,,,,,,0.4558303887
0.9327720795,0.8021201413,,,,,,,,0.8021201413
0.9331534237,,0.4593639576,,,,,,,0.4593639576
0.9349012913,0.8056537102,,,,,,,,0.8056537102
0.93504373,,,0.2296819788,,,,,,0.2296819788
0.937850014,,,0.2332155477,,,,,,0.2332155477
0.9458552165,0.8091872792,,,,,,,,0.8091872792
0.9462660088,0.8127208481,,,,,,,,0.8127208481
0.948746958,,,0.2367491166,,,,,,0.2367491166
0.9517637203,,,,0.1519434629,,,,,0.1519434629
0.9528126246,0.816254417,,,,,,,,0.816254417
0.953016725,,0.4628975265,,,,,,,0.4628975265
0.9535591877,0.8197879859,,,,,,,,0.8197879859
0.9549262224,,,0.2402826855,,,,,,0.2402826855
0.9568155288,,0.4664310954,,,,,,,0.4664310954
0.9616740651,,,,0.1554770318,,,,,0.1554770318
0.963600516,,,0.2438162544,,,,,,0.2438162544
0.9701321899,,,,,,0.02120141343,,,0.02120141343
0.970359097,,,0.2473498233,,,,,,0.2473498233
0.9744133424,,,,,,0.02473498233,,,0.02473498233
0.9763434403,,,0.2508833922,,,,,,0.2508833922
0.976377055,,,,0.1590106007,,,,,0.1590106007
0.9785193537,,,,,0.0777385159,,,,0.0777385159
0.9792394392,,,,,0.08127208481,,,,0.08127208481
0.9793826866,,0.4699646643,,,,,,,0.4699646643
0.9800727942,,,,0.1625441696,,,,,0.1625441696
0.9801976299,0.8233215548,,,,,,,,0.8233215548
0.9804948025,0.8268551237,,,,,,,,0.8268551237
0.9805611528,,,,0.1660777385,,,,,0.1660777385
0.9807945738,,,,0.1696113074,,,,,0.1696113074
0.9835969418,0.8303886926,,,,,,,,0.8303886926
0.983994882,,,,0.1731448763,,,,,0.1731448763
0.9844958197,0.8339222615,,,,,,,,0.8339222615
0.9894677532,,,,,0.08480565371,,,,0.08480565371
0.989539251,0.8374558304,,,,,,,,0.8374558304
0.990282455,,0.4734982332,,,,,,,0.4734982332
0.9909772171,,,0.2544169611,,,,,,0.2544169611
0.9930589419,,0.4770318021,,,,,,,0.4770318021
0.9938001144,,,,,0.08833922261,,,,0.08833922261
0.9991925923,,,,,0.09187279152,,,,0.09187279152
1,0.8409893993,,,,,,,,0.8409893993
1,,,0.25795053,,,,,,0.25795053
1,,,0.2614840989,,,,,,0.2614840989
1,,,,,0.09540636042,,,,0.09540636042
1,,,,0.1766784452,,,,,0.1766784452
1,,,0.2650176678,,,,,,0.2650176678
1,40.50176678,107.565371,129.9328622,137.4946996,139.664311,141.9010601,141.9893993,142,981.04947
1,1,0.9964664311,1.996466431,,,,,,3.992932862
1,,,,,1,,,,1
1,,1,,,,,,,1
総計,142,142,142,142,142,142,142,142,1136
